OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,CustomerAge,PaymentMethod,Rating
ORD1414,09/03/2024,NORTH,  Electronics  ,Widget A,2,316.19,35.0,Cash,4.4
ORD1558,20 Feb 2024,South,Toys,Accessory M,3,214.39,64.0,Debit Card,2.6
ORD1553,05-24-2024,west,CLOTHING,Widget B,9,146.8,23.0,Credit Card,
ORD1193,2024-09-10,North,HOME & KITCHEN,Widget B,10,144.07,33.0,UPI,3.6
ORD2157,02-22-2025,south,Clothing,Item N,7,289.69,63.0,,3.9
ORD2305,2024-11-04,West,toys,Gizmo Z,1,164.48,58.0,Net Banking,
ORD2048,12-04-2024,West,TOYS,Device Q,11,236.58,66.0,Debit Card,4.7
ORD1445,13/06/2024,South,Toys,Item N,11,108.98,61.0,Credit Card,4.2
ORD2187,11 Nov 2024,Central,ELECTRONICS,Widget A,3,111.68,31.0,Credit Card,4.0
ORD2344,2024-11-05,NORTH,TOYS,Widget A,14,112.14,50.0,Cash,2.2
ORD2011,2024-10-15,West,Toys,Widget A,205,313.45,36.0,Net Banking,2.8
ORD2480,2024-10-08,Central,home & kitchen,Widget B,14,232.28,35.0,Credit Card,
ORD1451,14/05/2025,east,Electronics,Gadget Y,5,288.11,26.0,Net Banking,4.3
ORD2967,04 Oct 2024,West,books,Accessory M,11,162.75,58.0,Net Banking,4.1
ORD1464,06-14-2025,West,Toys,Device Q,2,299.99,28.0,Debit Card,2.3
ORD1702,21/03/2025,South,home & kitchen,Gizmo Z,12,,63.0,Credit Card,1.9
ORD1458,08/09/2024,North,Sports,Accessory M,1,295.65,24.0,Credit Card,3.4
ORD2391,2024-05-01,north,TOYS,Gadget X,8,137.08,47.0,Net Banking,1.2
ORD1961,27/07/2024,Central,Toys,Device Q,6,151.68,59.0,Cash,1.9
ORD1838,10 Feb 2025,South,Sports,Device Q,1,135.11,57.0,Net Banking,2.0
ORD2723,25/04/2025,  East  ,SPORTS,Widget B,13,319.09,49.0,Credit Card,1.3
ORD1369,2024-10-11,North,Sports,Widget A,3,234.82,18.0,Credit Card,4.4
ORD1484,2024-05-13,NORTH,Books,Item N,13,209.81,53.0,UPI,1.9
ORD1903,02-24-2024,  East  ,ELECTRONICS,Widget B,4,74.13,44.0,,3.6
ORD2602,2024-04-15,Central,Books,Device Q,13,186.57,37.0,UPI,3.2
ORD1307,14/07/2024,north,ELECTRONICS,Device Q,3,255.75,,UPI,3.1
ORD1285,02-05-2024,East,Home & Kitchen,Gadget Y,4,264.05,54.0,Cash,4.1
ORD1637,25/02/2024,East,HOME & KITCHEN,Item N,1,275.52,24.0,Net Banking,2.6
ORD2368,13 Nov 2024,East,Home & Kitchen,Device Q,4,174.59,49.0,Credit Card,4.7
ORD2575,2024-05-12,East,sports,Item N,5,198.7,35.0,Net Banking,2.3
ORD1715,04-27-2024,Central,Sports,Accessory M,7,168.56,31.0,Debit Card,1.9
ORD2269,21/06/2025,central,Home & Kitchen,Device Q,4,247.71,,Cash,2.3
ORD1758,2024-09-26,South,Clothing,Accessory M,2,227.5,42.0,Net Banking,1.9
ORD2008,09/02/2025,Central,  Clothing  ,Gizmo Z,8,197.39,23.0,Credit Card,4.4
ORD1643,09-13-2024,WEST,Toys,Gadget X,12,330.62,54.0,Debit Card,2.0
ORD2171,27/11/2024,Central,TOYS,Widget B,14,601.86,65.0,Debit Card,3.8
ORD1972,2025-03-17,South,Home & Kitchen,Widget B,3,100.5,48.0,UPI,4.9
ORD1981,02-03-2024,West,TOYS,Gizmo Z,8,82.4,68.0,Debit Card,2.1
ORD1731,01/01/2024,CENTRAL,sports,Device Q,4,364.2,69.0,Credit Card,
ORD1658,2024-01-03,east,Clothing,Gizmo Z,11,116.87,29.0,Net Banking,4.5
ORD2396,11-02-2024,east,Toys,Widget B,3,19.88,26.0,UPI,2.3
ORD1097,10/02/2025,East,Clothing,Gadget X,6,176.88,24.0,,4.9
ORD2543,05-03-2025,north,HOME & KITCHEN,Item N,14,199.37,39.0,Credit Card,1.3
ORD2178,29/01/2025,West,SPORTS,Gadget Y,9,67.97,29.0,Net Banking,2.1
ORD1829,05-12-2024,Central,SPORTS,Gadget X,6,273.11,18.0,Credit Card,3.7
ORD1139,2025-01-08,West,Sports,Item N,4,193.3,32.0,UPI,2.6
ORD2347,2024-08-29,North,toys,Gadget Y,12,141.87,,Cash,1.1
ORD2038,2024-04-11,WEST,Toys,Gizmo Z,9,209.9,59.0,UPI,4.7
ORD2718,31/03/2025,SOUTH,Electronics,Widget A,1,230.63,31.0,,4.5
ORD2436,2024-10-19,East,Home & Kitchen,Device Q,4,135.89,53.0,Debit Card,1.8
ORD2489,01-12-2024,SOUTH,Home & Kitchen,Widget A,7,82.18,35.0,Net Banking,3.4
ORD2353,06-14-2024,East,HOME & KITCHEN,Gadget Y,8,109.08,18.0,UPI,3.2
ORD2196,02-09-2024,NORTH,CLOTHING,Accessory M,11,186.66,53.0,UPI,1.4
ORD2979,2024-08-16,South,Books,Widget B,11,173.08,52.0,UPI,
ORD1128,12/08/2024,  East  ,CLOTHING,Item N,8,135.25,25.0,UPI,1.3
ORD2823,01/04/2024,CENTRAL,Books,Widget B,13,290.89,61.0,Credit Card,1.6
ORD2860,2024-05-09,East,Electronics,Widget A,1,153.35,42.0,Cash,1.5
ORD1788,2024-08-18,Central,  Clothing  ,Widget B,11,78.94,22.0,UPI,3.8
ORD2377,2024-07-26,East,  Toys  ,Widget A,13,298.4,36.0,,2.5
ORD1522,2025-04-05,central,books,Item N,11,368.37,47.0,Credit Card,3.7
ORD1264,09 Sep 2024,North,Electronics,Accessory M,3,87.48,20.0,Net Banking,4.6
ORD2674,2025-02-28,  North  ,toys,Accessory M,10,99.8,22.0,Credit Card,
ORD1947,2025-01-30,  North  ,Home & Kitchen,Gadget Y,5,153.27,41.0,Cash,2.5
ORD2611,2024-04-17,  South  ,Books,Device Q,3,162.67,64.0,Debit Card,3.0
ORD1663,2024-01-15,east,  Clothing  ,Widget A,8,200.57,,Credit Card,3.8
ORD1631,13/03/2024,South,toys,Widget A,2,146.17,30.0,Credit Card,4.1
ORD1498,31/10/2024,East,Electronics,Item N,8,281.99,38.0,Credit Card,
ORD2667,14 Oct 2024,North,home & kitchen,Widget B,8,122.57,62.0,Debit Card,2.8
ORD2343,07/04/2025,North,ELECTRONICS,Device Q,1,135.6,40.0,UPI,3.0
ORD2681,07 Mar 2024,  North  ,electronics,Gadget X,4,110.19,46.0,UPI,4.2
ORD2960,11/03/2025,south,HOME & KITCHEN,Widget A,14,361.08,29.0,Debit Card,2.7
ORD1432,09/01/2024,WEST,Clothing,Gizmo Z,8,208.57,65.0,Net Banking,1.3
ORD2173,04/06/2025,west,sports,Gadget Y,1,-206.8,66.0,Debit Card,3.1
ORD2408,2025-02-07,central,Books,Gadget Y,2,225.54,22.0,UPI,1.5
ORD1068,02-22-2024,West,Home & Kitchen,Accessory M,10,126.71,,Credit Card,2.5
ORD1953,05-14-2025,east,Toys,Accessory M,9,90.46,38.0,Cash,1.3
ORD1688,01-03-2025,CENTRAL,Clothing,Gadget Y,14,170.95,34.0,Cash,3.9
ORD2660,2024-06-15,  Central  ,electronics,Gizmo Z,5,138.42,27.0,Cash,4.9
ORD1848,07-20-2024,EAST,Clothing,Accessory M,13,228.01,,Cash,3.0
ORD1573,23 Aug 2024,North,Home & Kitchen,Item N,12,105.91,42.0,,2.7
ORD1334,11/10/2024,central,Electronics,Gadget X,12,176.05,54.0,Cash,4.3
ORD1338,2024-04-03,east,TOYS,Item N,7,159.67,45.0,Credit Card,1.8
ORD2124,19/10/2024,South,Books,Accessory M,6,,21.0,Debit Card,3.4
ORD1664,10/07/2024,Central,Electronics,Gadget X,-8,295.33,35.0,Debit Card,2.1
ORD1383,2025-02-16,South,CLOTHING,Device Q,11,202.8,49.0,Cash,2.4
ORD1367,16/06/2024,South,ELECTRONICS,Item N,12,186.96,36.0,UPI,2.0
ORD1055,24/01/2025,East,electronics,Accessory M,12,171.01,67.0,UPI,4.2
ORD2896,05-05-2025,East,electronics,Gadget X,14,143.02,52.0,UPI,1.4
ORD1810,2025-02-14,North,Electronics,Accessory M,4,250.7,20.0,Debit Card,1.2
ORD1720,26 Jan 2024,Central,Electronics,Item N,2,190.12,65.0,Credit Card,1.2
ORD2555,12-09-2024,north,Clothing,Widget B,9,134.29,64.0,Cash,4.0
ORD1737,10/01/2024,Central,sports,Accessory M,7,185.42,44.0,Net Banking,2.6
ORD2704,29 May 2025,NORTH,home & kitchen,Gadget X,7,124.9,55.0,UPI,2.5
ORD1170,05-23-2024,west,Toys,Widget A,1,119.43,56.0,Cash,2.6
ORD1173,2024-07-05,  North  ,Toys,Gadget Y,13,114.61,49.0,Debit Card,
ORD1976,25/05/2024,East,Books,Gizmo Z,5,249.46,35.0,Net Banking,3.3
ORD1326,28/09/2024,south,CLOTHING,Device Q,1,192.21,51.0,Debit Card,3.9
ORD1503,07/01/2025,central,TOYS,Widget B,3,171.95,65.0,Cash,4.4
ORD2020,06-02-2024,SOUTH,Sports,Accessory M,1,360.51,41.0,Net Banking,4.4
ORD1409,2025-03-30,East,CLOTHING,Widget B,11,93.34,56.0,Debit Card,2.4
ORD1915,2025-03-18,,Books,Device Q,7,114.22,66.0,Debit Card,3.4
ORD1297,2024-05-29,east,toys,Gizmo Z,3,109.4,36.0,UPI,3.8
ORD1901,09/08/2024,NORTH,sports,Widget B,7,,53.0,,1.7
ORD2025,17/01/2024,East,Home & Kitchen,Widget A,9,173.83,19.0,Credit Card,2.3
ORD2822,06-03-2024,Central,Electronics,Gizmo Z,7,327.85,60.0,Net Banking,3.3
ORD1857,19/04/2025,Central,Electronics,Device Q,3,131.69,18.0,Debit Card,1.2
ORD1728,06-15-2025,central,  Sports  ,Gizmo Z,13,84.31,21.0,Net Banking,2.0
ORD1957,06/06/2024,North,electronics,Gadget Y,302,170.28,26.0,Debit Card,1.0
ORD1671,2025-04-18,south,HOME & KITCHEN,Device Q,11,146.69,51.0,Net Banking,3.6
ORD1648,09/06/2025,Central,Electronics,Gizmo Z,5,300.51,36.0,Cash,1.7
ORD2728,2024-06-28,CENTRAL,Books,Gadget X,14,243.12,120.0,Credit Card,4.0
ORD2706,24/08/2024,WEST,Books,Gadget Y,11,396.69,18.0,,1.5
ORD2562,31/10/2024,Central,Electronics,Gadget X,7,223.87,23.0,Debit Card,4.3
ORD2995,2024-10-28,North,Toys,Gadget X,14,113.62,41.0,Debit Card,4.0
ORD2772,26 Apr 2024,Central,Clothing,Widget A,6,208.33,57.0,UPI,4.6
ORD1734,05-18-2024,,toys,Gadget Y,9,282.1,48.0,Cash,1.9
ORD1531,28 Apr 2024,WEST,Electronics,Gizmo Z,6,220.83,24.0,Credit Card,1.3
ORD1407,16 Mar 2024,West,Toys,Widget A,1,,68.0,Cash,2.6
ORD1199,08/04/2024,South,Electronics,Widget A,2,112.16,23.0,UPI,2.6
ORD1473,2024-12-26,NORTH,electronics,Device Q,10,315.91,57.0,Debit Card,4.2
ORD2232,08-10-2024,South,Clothing,Gadget Y,7,316.01,69.0,Net Banking,
ORD2170,13/07/2024,  West  ,Clothing,Gadget Y,13,298.02,34.0,Credit Card,4.2
ORD1748,2024-08-23,North,Clothing,Gadget X,1,139.65,61.0,Cash,4.5
ORD1765,11/05/2024,East,books,Accessory M,12,166.04,23.0,Net Banking,1.1
ORD1216,03/12/2024,Central,SPORTS,Gadget X,10,204.2,56.0,Debit Card,3.1
ORD1253,01/06/2025,South,Sports,Device Q,5,221.37,66.0,Cash,3.8
ORD1152,01-02-2024,CENTRAL,books,Gizmo Z,11,272.08,,Net Banking,4.7
ORD2558,03-16-2024,SOUTH,clothing,Device Q,2,232.26,48.0,Debit Card,4.3
ORD2571,29 Mar 2025,SOUTH,clothing,Accessory M,5,108.43,42.0,,4.4
ORD1948,15/06/2025,Central,home & kitchen,Widget B,9,194.05,19.0,Debit Card,3.6
ORD2271,05/03/2025,East,Clothing,Gizmo Z,2,129.73,21.0,Debit Card,4.5
ORD2789,2025-04-11,South,  Books  ,Gadget Y,3,62.95,27.0,UPI,1.4
ORD2926,06 Jun 2025,East,Toys,Device Q,4,242.33,45.0,Credit Card,4.2
ORD1735,2025-05-25,EAST,Clothing,Device Q,3,182.32,19.0,Debit Card,
ORD2635,02/06/2024,North,Sports,Gizmo Z,9,159.43,40.0,Credit Card,2.6
ORD2834,2024-01-13,  North  ,Electronics,Accessory M,6,222.54,26.0,Credit Card,3.2
ORD1530,05/01/2024,Central,SPORTS,Widget A,2,139.22,43.0,Credit Card,2.7
ORD2156,2025-05-04,Central,Sports,Accessory M,14,110.57,27.0,Credit Card,4.6
ORD2268,04-03-2025,East,clothing,Gadget Y,1,132.22,45.0,Credit Card,2.9
ORD1240,04-25-2025,CENTRAL,  Books  ,Item N,12,239.87,38.0,UPI,4.7
ORD2138,08-13-2024,NORTH,Home & Kitchen,Gadget X,3,108.96,45.0,Net Banking,2.6
ORD2513,12-06-2024,Central,ELECTRONICS,Widget B,13,225.32,65.0,Cash,2.4
ORD1187,10-24-2024,  East  ,Home & Kitchen,Gadget Y,10,164.87,35.0,UPI,
ORD1246,17/01/2024,WEST,Books,Gadget Y,6,,68.0,Net Banking,1.4
ORD2953,22/08/2024,  South  ,ELECTRONICS,Gadget X,1,134.66,34.0,Credit Card,2.7
ORD2409,05-30-2025,east,Clothing,Widget B,7,55.86,52.0,Cash,1.7
ORD2729,10 Feb 2025,North,Home & Kitchen,Gizmo Z,1,294.87,30.0,Credit Card,
ORD1730,2024-05-19,West,books,Gadget X,9,75.67,27.0,UPI,4.2
ORD1692,15 Nov 2024,SOUTH,Electronics,Device Q,5,389.46,30.0,Credit Card,2.4
ORD1302,2025-03-19,West,ELECTRONICS,Gadget Y,13,201.58,47.0,Credit Card,1.9
ORD1283,08 Jun 2025,west,CLOTHING,Device Q,5,239.13,61.0,Credit Card,3.6
ORD2966,05 Apr 2025,CENTRAL,HOME & KITCHEN,Item N,1,253.06,65.0,Debit Card,4.8
ORD1505,04-15-2025,North,BOOKS,Widget A,5,258.12,55.0,Credit Card,3.3
ORD2955,17 Jun 2025,East,books,Accessory M,13,210.03,46.0,UPI,4.7
ORD1321,27 May 2025,South,Books,Device Q,4,230.15,53.0,UPI,4.1
ORD2494,07/09/2024,south,BOOKS,Gadget X,6,206.94,41.0,Cash,1.7
ORD2276,03 May 2025,Central,Electronics,Item N,7,89.5,52.0,UPI,4.9
ORD2854,10/07/2024,Central,HOME & KITCHEN,Widget A,10,171.4,69.0,UPI,4.9
ORD1621,05/01/2024,south,Electronics,Widget A,3,68.49,51.0,UPI,1.8
ORD2127,2024-12-09,west,HOME & KITCHEN,Gadget Y,14,70.47,48.0,Debit Card,3.9
ORD2056,2024-09-24,central,  Sports  ,Widget A,11,318.1,38.0,Cash,4.5
ORD1122,2024-11-26,NORTH,Books,Device Q,3,184.02,44.0,Cash,2.0
ORD1840,11/12/2024,west,Clothing,Device Q,14,118.27,33.0,Credit Card,
ORD1510,07/01/2025,central,  Electronics  ,Widget B,1,221.02,38.0,Net Banking,3.7
ORD1280,04-21-2025,  Central  ,sports,Gizmo Z,5,118.92,42.0,Net Banking,2.1
ORD2684,15 Sep 2024,Central,HOME & KITCHEN,Gadget Y,4,384.96,,Net Banking,1.4
ORD2260,11/10/2024,CENTRAL,Home & Kitchen,Device Q,10,377.39,40.0,,3.2
ORD2670,18/12/2024,  North  ,toys,Gadget Y,5,191.25,32.0,Net Banking,3.8
ORD2309,21/01/2025,south,Books,Gizmo Z,1,236.23,,Debit Card,4.3
ORD2046,13 Nov 2024,Central,SPORTS,Gizmo Z,4,223.46,22.0,Debit Card,4.4
ORD2527,04-23-2024,,Electronics,Widget B,1,247.13,,UPI,1.7
ORD1756,14 Dec 2024,West,Toys,Accessory M,2,264.92,19.0,UPI,4.6
ORD1677,25 Jan 2024,WEST,Home & Kitchen,Accessory M,14,359.52,47.0,Credit Card,4.7
ORD1518,10 Feb 2024,Central,ELECTRONICS,Device Q,5,265.46,56.0,UPI,4.1
ORD2805,2025-05-08,EAST,Books,Gadget Y,6,31.17,59.0,UPI,3.4
ORD2528,24 May 2024,North,Home & Kitchen,Gizmo Z,8,,48.0,UPI,4.0
ORD1067,03/12/2024,North,CLOTHING,Widget B,5,155.51,62.0,UPI,
ORD1332,10 Mar 2025,North,Sports,Device Q,2,227.4,51.0,Net Banking,4.8
ORD1568,13/03/2025,central,Books,Gadget X,10,124.61,45.0,Credit Card,3.0
ORD1882,02 Aug 2024,EAST,ELECTRONICS,Gizmo Z,5,126.72,49.0,Cash,2.8
ORD2999,13/01/2024,SOUTH,Electronics,Item N,14,13.82,50.0,UPI,4.9
ORD2449,16 Aug 2024,NORTH,home & kitchen,Item N,2,173.57,24.0,UPI,1.4
ORD2117,23/01/2025,CENTRAL,electronics,Widget B,11,90.71,,Net Banking,1.3
ORD1472,31 Mar 2025,North,Sports,Widget B,14,,47.0,Debit Card,3.5
ORD2592,19 Nov 2024,  East  ,Books,Accessory M,10,143.9,37.0,Net Banking,3.0
ORD1511,08 Jan 2024,North,Books,Widget A,7,58.95,,Debit Card,2.7
ORD1477,2024-07-08,Central,  Books  ,Device Q,10,,46.0,Debit Card,2.7
ORD2796,2024-02-25,Central,Electronics,Widget B,14,280.0,56.0,Cash,
ORD2417,2025-05-26,north,BOOKS,Gadget Y,9,102.38,69.0,Credit Card,4.6
ORD1318,2024-05-06,SOUTH,Sports,Widget B,3,127.6,50.0,Debit Card,1.7
ORD1975,15/03/2024,south,ELECTRONICS,Widget A,7,170.56,35.0,Cash,4.7
ORD2741,2025-05-04,North,Sports,Accessory M,3,251.62,68.0,Credit Card,2.6
ORD2866,10/10/2024,East,CLOTHING,Widget A,3,115.74,51.0,Cash,2.3
ORD1581,2024-04-12,East,CLOTHING,Widget B,12,174.81,21.0,Debit Card,4.4
ORD1132,15/09/2024,North,  Sports  ,Gizmo Z,5,62.19,69.0,Net Banking,1.8
ORD2747,2024-08-03,NORTH,books,Widget A,2,183.02,41.0,Credit Card,1.1
ORD1863,01-25-2024,North,TOYS,Item N,14,215.8,65.0,Net Banking,2.6
ORD2433,2024-11-29,North,SPORTS,Accessory M,8,384.69,18.0,Cash,4.8
ORD2238,03-30-2025,Central,Toys,Device Q,13,123.12,27.0,Cash,1.5
ORD2976,01 Jan 2025,CENTRAL,  Electronics  ,Widget B,5,202.5,41.0,Cash,4.0
ORD1368,12 Feb 2024,East,Clothing,Gizmo Z,7,196.99,66.0,Cash,4.7
ORD1732,03-30-2024,,  Books  ,Gadget X,14,186.62,46.0,Credit Card,3.4
ORD2379,09/11/2024,North,  Clothing  ,Widget A,6,91.5,51.0,UPI,2.5
ORD1125,2025-04-17,West,  Home & Kitchen  ,Item N,3,66.87,46.0,UPI,3.2
ORD1442,2024-07-12,WEST,BOOKS,Gadget Y,9,343.34,61.0,Debit Card,2.6
ORD2201,26 May 2024,west,toys,Widget B,7,135.94,58.0,Net Banking,4.6
ORD1256,2024-10-06,,CLOTHING,Widget B,1,80.95,44.0,Net Banking,3.7
ORD2993,10/01/2024,west,books,Gadget X,1,119.19,60.0,Net Banking,1.5
ORD2125,07/03/2025,east,clothing,Gadget Y,11,133.1,25.0,Cash,1.8
ORD1289,03/02/2025,EAST,electronics,Item N,2,112.36,41.0,Net Banking,2.3
ORD2298,06-07-2025,West,Sports,Widget B,5,8455.08712217097,32.0,Debit Card,3.9
ORD1777,2025-05-17,  North  ,Sports,Widget A,7,356.44,25.0,Credit Card,1.1
ORD1081,03 Mar 2024,West,HOME & KITCHEN,Accessory M,1,116.19,36.0,UPI,2.8
ORD1053,2025-01-22,CENTRAL,Books,Widget B,13,204.66,18.0,Credit Card,2.8
ORD1927,2024-04-29,South,Clothing,Gadget Y,13,198.1,39.0,Credit Card,2.8
ORD2095,2025-03-01,SOUTH,SPORTS,Gizmo Z,9,133.79,30.0,Cash,2.0
ORD1557,01/01/2024,West,Books,Widget A,12,61.26,65.0,Credit Card,
ORD1040,11-11-2024,West,ELECTRONICS,Widget B,5,107.07,61.0,UPI,4.7
ORD2241,15/02/2025,East,clothing,Item N,2,230.58,19.0,UPI,4.4
ORD1261,2024-04-08,East,ELECTRONICS,Widget A,14,205.33,51.0,UPI,2.5
ORD2584,2025-03-02,South,electronics,Widget B,1,102.97,32.0,Debit Card,2.7
ORD1930,14/05/2025,east,TOYS,Device Q,4,107.01,68.0,Cash,3.8
ORD1083,2025-05-13,south,Books,Gadget X,2,194.94,48.0,UPI,2.4
ORD2699,07-26-2024,  South  ,Home & Kitchen,Gizmo Z,13,333.2,28.0,Debit Card,4.0
ORD2229,20/08/2024,north,Books,Gizmo Z,6,195.46,32.0,Debit Card,2.2
ORD2573,2024-06-02,  South  ,toys,Device Q,3,344.74,46.0,Debit Card,2.5
ORD1841,02-23-2025,WEST,Clothing,Widget B,4,149.08,46.0,UPI,4.7
ORD1030,2025-04-20,WEST,  Electronics  ,Accessory M,14,290.6,27.0,Cash,4.3
ORD1513,2024-12-13,North,sports,Accessory M,14,218.2,64.0,Debit Card,2.7
ORD2015,05/05/2025,NORTH,books,Gadget X,10,180.77,52.0,Cash,3.5
ORD2312,12 Jan 2025,NORTH,Home & Kitchen,Item N,14,348.79,24.0,UPI,3.5
ORD2697,10-29-2024,East,Home & Kitchen,Gizmo Z,4,336.59,54.0,Debit Card,4.0
ORD2988,13 Apr 2024,South,CLOTHING,Accessory M,12,285.21,19.0,Debit Card,2.4
ORD2236,2025-04-11,Central,Toys,Widget A,6,396.19,18.0,Debit Card,3.8
ORD2320,2025-05-15,North,Books,Gizmo Z,9,406.05,20.0,UPI,2.2
ORD2826,24/05/2025,North,HOME & KITCHEN,Device Q,2,242.36,27.0,Cash,2.8
ORD2606,2024-12-10,East,Electronics,Accessory M,1,133.49,67.0,Credit Card,3.3
ORD2263,04/04/2025,West,CLOTHING,Item N,1,298.49,19.0,Net Banking,2.7
ORD2858,28 Feb 2025,SOUTH,SPORTS,Widget B,12,208.48,29.0,UPI,2.3
ORD2898,09-17-2024,  West  ,Clothing,Device Q,5,,32.0,Net Banking,1.2
ORD1048,03-03-2025,North,Books,Widget A,11,,53.0,Net Banking,3.1
ORD2206,28/12/2024,  East  ,books,Device Q,4,74.62,,UPI,4.2
ORD2989,2025-04-27,East,  Clothing  ,Accessory M,14,196.04,32.0,Cash,3.1
ORD1467,26/03/2025,East,Toys,Device Q,9,135.25,43.0,UPI,2.1
ORD1153,2024-08-07,South,electronics,Widget B,6,193.5,68.0,Net Banking,
ORD2589,05-03-2024,NORTH,Electronics,Gizmo Z,2,380.13,33.0,UPI,3.2
ORD2899,15 Dec 2024,South,  Home & Kitchen  ,Widget B,12,150.97,24.0,UPI,5.0
ORD1394,2025-01-03,NORTH,Home & Kitchen,Device Q,13,215.78,18.0,Debit Card,2.0
ORD1123,05-20-2025,West,Electronics,Widget A,14,133.46,41.0,Debit Card,1.9
ORD1355,30/05/2025,east,Home & Kitchen,Gizmo Z,5,197.34,38.0,Debit Card,1.2
ORD1134,31 Mar 2025,West,home & kitchen,Widget B,10,125.15,,Cash,4.5
ORD1268,2024-05-07,West,Home & Kitchen,Gizmo Z,7,345.18,19.0,UPI,2.9
ORD1385,23/02/2025,EAST,Clothing,Accessory M,10,101.43,21.0,Cash,3.4
ORD1609,01/07/2024,East,clothing,Accessory M,7,275.97,30.0,Credit Card,4.1
ORD1220,03 Oct 2024,Central,Electronics,Gadget X,7,195.66,67.0,UPI,4.9
ORD1041,14 Jan 2024,West,Home & Kitchen,Gadget X,11,80.3,67.0,Net Banking,1.1
ORD1219,01 Feb 2025,East,BOOKS,Widget B,6,194.82,,Debit Card,2.3
ORD1597,17/05/2024,Central,Books,Accessory M,11,111.13,40.0,Debit Card,2.3
ORD2273,2025-05-30,CENTRAL,Toys,Device Q,14,271.5,23.0,Cash,1.4
ORD2302,22/06/2025,west,ELECTRONICS,Gadget Y,7,168.96,51.0,Credit Card,2.0
ORD1680,08-20-2024,Central,Toys,Widget A,10,74.96,66.0,Cash,2.5
ORD2134,10-28-2024,NORTH,ELECTRONICS,Device Q,6,184.16,50.0,Credit Card,
ORD2932,05-03-2024,Central,Electronics,Item N,10,122.69,25.0,Debit Card,1.1
ORD1875,27 May 2024,,Electronics,Device Q,1,344.81,56.0,Credit Card,3.5
ORD1541,05 Apr 2025,Central,electronics,Device Q,8,87.71,27.0,UPI,1.6
ORD2064,2024-09-06,West,Electronics,Widget A,6,141.81,45.0,Cash,2.3
ORD1869,03-03-2024,  South  ,books,Gizmo Z,3,335.31,49.0,Net Banking,1.2
ORD2878,27/03/2024,South,electronics,Accessory M,2,182.2,60.0,Debit Card,3.9
ORD2906,02/12/2024,  East  ,sports,Accessory M,11,214.38,39.0,Cash,4.7
ORD2121,01-10-2025,North,Sports,Accessory M,10,142.0,66.0,,3.2
ORD2587,01/12/2024,East,electronics,Widget B,4,5675.76283270797,39.0,Net Banking,1.6
ORD2307,2024-01-27,central,BOOKS,Widget A,8,241.63,21.0,Cash,2.5
ORD2146,2024-08-13,  Central  ,Books,Gadget Y,2,258.07,68.0,Debit Card,2.5
ORD2106,2024-01-29,South,ELECTRONICS,Widget B,1,246.53,66.0,UPI,2.5
ORD2598,06-22-2025,Central,Sports,Item N,13,215.34,43.0,Debit Card,1.6
ORD2847,2025-05-24,West,  Electronics  ,Gizmo Z,1,110.28,35.0,Debit Card,4.9
ORD2810,10/04/2024,South,Clothing,Device Q,8,203.14,,Credit Card,2.9
ORD2403,25/07/2024,WEST,Toys,Item N,12,292.72,58.0,Cash,1.1
ORD2846,01 Jul 2024,SOUTH,Clothing,Gadget Y,9,124.03,67.0,UPI,
ORD2886,10-03-2024,south,Sports,Widget B,3,109.27,54.0,Debit Card,2.2
ORD2619,2024-03-24,SOUTH,clothing,Widget A,9,201.65,19.0,Credit Card,4.4
ORD2376,24/03/2024,west,Home & Kitchen,Gizmo Z,9,85.92,50.0,Credit Card,4.7
ORD1336,09 Mar 2024,east,Sports,Accessory M,13,258.85,29.0,Cash,4.2
ORD1232,2024-08-17,WEST,  Sports  ,Gizmo Z,12,235.73,48.0,UPI,3.4
ORD2922,2024-12-16,central,HOME & KITCHEN,Gadget Y,11,193.93,32.0,Debit Card,1.7
ORD2942,2025-05-11,central,ELECTRONICS,Widget A,13,77.56,45.0,Credit Card,3.0
ORD1158,22 Feb 2024,  South  ,books,Gizmo Z,2,144.08,,UPI,2.6
ORD1468,06-21-2024,west,ELECTRONICS,Gadget Y,14,127.38,21.0,Debit Card,2.6
ORD2340,28/03/2024,North,TOYS,Accessory M,8,8648.095499855675,40.0,Debit Card,4.4
ORD1872,18/02/2024,west,Clothing,Device Q,10,129.51,24.0,Debit Card,4.3
ORD2640,06-15-2024,East,Books,Gadget Y,12,140.0,50.0,Cash,
ORD2047,2024-08-03,East,Electronics,Gadget Y,6,237.71,42.0,Debit Card,1.8
ORD2814,23/02/2025,WEST,Clothing,Item N,8,384.4,36.0,Cash,1.2
ORD2419,2025-02-21,CENTRAL,TOYS,Accessory M,8,231.18,23.0,Cash,3.6
ORD1585,30 Nov 2024,West,Toys,Widget B,9,79.02,51.0,Credit Card,1.8
ORD1205,2024-04-29,West,Sports,Widget A,8,221.57,,Credit Card,1.2
ORD1003,16 Apr 2024,south,Sports,Widget B,12,106.53,46.0,Debit Card,4.4
ORD1905,2024-06-10,North,sports,Gadget X,6,169.25,39.0,Cash,4.3
ORD2838,31 Jul 2024,NORTH,  Toys  ,Gadget X,9,130.34,21.0,Net Banking,5.0
ORD2183,09-07-2024,NORTH,home & kitchen,Accessory M,12,104.0,42.0,Credit Card,3.4
ORD2869,2024-06-21,North,Books,Widget B,4,81.26,63.0,Cash,4.8
